"","year","county_fips","hhpop","horate","medhhincome","long","lat","order","hole","piece","group","state_abbv","state_fips","county_name","fips_class","state_name"
"131",2015,"53003",8073.172,0.587011895696016,45980,-117.212616,45.998321,193334,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"132",2015,"53003",8073.172,0.587011895696016,45980,-117.214534,45.99832,193335,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"133",2015,"53003",8073.172,0.587011895696016,45980,-117.216731,45.998356,193336,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"134",2015,"53003",8073.172,0.587011895696016,45980,-117.337668,45.998662,193337,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"135",2015,"53003",8073.172,0.587011895696016,45980,-117.353928,45.996349,193338,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"136",2015,"53003",8073.172,0.587011895696016,45980,-117.390738,45.998598,193339,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"137",2015,"53003",8073.172,0.587011895696016,45980,-117.439943,45.998633,193340,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"138",2015,"53003",8073.172,0.587011895696016,45980,-117.475148,45.997893,193341,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"139",2015,"53003",8073.172,0.587011895696016,45980,-117.47536,45.997855,193342,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"140",2015,"53003",8073.172,0.587011895696016,45980,-117.47993513,45.99786947,193343,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"141",2015,"53003",8073.172,0.587011895696016,45980,-117.479988,46.121994,193344,FALSE,"1","53003.1","WA","53","Asotin County","H1","Washington"
"142",2015,"53005",67170.541,0.678194061292435,62000,-119.874042,46.628283,193345,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"143",2015,"53005",67170.541,0.678194061292435,62000,-119.836401,46.625464,193346,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"144",2015,"53005",67170.541,0.678194061292435,62000,-119.750972,46.635662,193347,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"145",2015,"53005",67170.541,0.678194061292435,62000,-119.710104,46.648886,193348,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"146",2015,"53005",67170.541,0.678194061292435,62000,-119.659189,46.640333,193349,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"147",2015,"53005",67170.541,0.678194061292435,62000,-119.618479,46.647583,193350,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"148",2015,"53005",67170.541,0.678194061292435,62000,-119.581684,46.669906,193351,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"149",2015,"53005",67170.541,0.678194061292435,62000,-119.511388,46.727687,193352,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"150",2015,"53005",67170.541,0.678194061292435,62000,-119.485763,46.715668,193353,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"151",2015,"53005",67170.541,0.678194061292435,62000,-119.449693,46.685516,193354,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"152",2015,"53005",67170.541,0.678194061292435,62000,-119.45319,46.679243,193355,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"153",2015,"53005",67170.541,0.678194061292435,62000,-119.45441,46.67004,193356,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"154",2015,"53005",67170.541,0.678194061292435,62000,-119.413046,46.652631,193357,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"155",2015,"53005",67170.541,0.678194061292435,62000,-119.403042,46.613043,193358,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"156",2015,"53005",67170.541,0.678194061292435,62000,-119.367361,46.582656,193359,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"157",2015,"53005",67170.541,0.678194061292435,62000,-119.326732,46.563247,193360,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"158",2015,"53005",67170.541,0.678194061292435,62000,-119.305233,46.539361,193361,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"159",2015,"53005",67170.541,0.678194061292435,62000,-119.269042,46.51917,193362,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"160",2015,"53005",67170.541,0.678194061292435,62000,-119.259852,46.496554,193363,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"161",2015,"53005",67170.541,0.678194061292435,62000,-119.263886,46.480666,193364,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"162",2015,"53005",67170.541,0.678194061292435,62000,-119.259161,46.435726,193365,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"163",2015,"53005",67170.541,0.678194061292435,62000,-119.266856,46.403284,193366,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"164",2015,"53005",67170.541,0.678194061292435,62000,-119.269336,46.370147,193367,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"165",2015,"53005",67170.541,0.678194061292435,62000,-119.256932,46.345408,193368,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"166",2015,"53005",67170.541,0.678194061292435,62000,-119.250201,46.315001,193369,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"167",2015,"53005",67170.541,0.678194061292435,62000,-119.267202,46.284625,193370,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"168",2015,"53005",67170.541,0.678194061292435,62000,-119.264392,46.272595,193371,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"169",2015,"53005",67170.541,0.678194061292435,62000,-119.238231,46.262084,193372,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"170",2015,"53005",67170.541,0.678194061292435,62000,-119.203363,46.235341,193373,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"171",2015,"53005",67170.541,0.678194061292435,62000,-119.159375,46.226683,193374,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"172",2015,"53005",67170.541,0.678194061292435,62000,-119.113237,46.221564,193375,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"173",2015,"53005",67170.541,0.678194061292435,62000,-119.041498,46.192667,193376,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"174",2015,"53005",67170.541,0.678194061292435,62000,-119.014206,46.176199,193377,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"175",2015,"53005",67170.541,0.678194061292435,62000,-118.974664,46.139523,193378,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"176",2015,"53005",67170.541,0.678194061292435,62000,-118.96784,46.115605,193379,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"177",2015,"53005",67170.541,0.678194061292435,62000,-118.946499,46.082882,193380,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"178",2015,"53005",67170.541,0.678194061292435,62000,-118.94195,46.065325,193381,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"179",2015,"53005",67170.541,0.678194061292435,62000,-118.947188,46.05144,193382,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"180",2015,"53005",67170.541,0.678194061292435,62000,-118.941323,46.027528,193383,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"181",2015,"53005",67170.541,0.678194061292435,62000,-118.961703,46.019333,193384,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"182",2015,"53005",67170.541,0.678194061292435,62000,-118.982549,46.003545,193385,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"183",2015,"53005",67170.541,0.678194061292435,62000,-118.98385,46.002465,193386,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"184",2015,"53005",67170.541,0.678194061292435,62000,-118.987258,45.999855,193387,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"185",2015,"53005",67170.541,0.678194061292435,62000,-118.98719609,45.99979055,193388,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"186",2015,"53005",67170.541,0.678194061292435,62000,-119.008558,45.97927,193389,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"187",2015,"53005",67170.541,0.678194061292435,62000,-119.027056,45.969134,193390,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"188",2015,"53005",67170.541,0.678194061292435,62000,-119.061462,45.958527,193391,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"189",2015,"53005",67170.541,0.678194061292435,62000,-119.093221,45.942745,193392,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"190",2015,"53005",67170.541,0.678194061292435,62000,-119.12612,45.932859,193393,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
"191",2015,"53005",67170.541,0.678194061292435,62000,-119.169496,45.927603,193394,FALSE,"1","53005.1","WA","53","Benton County","H1","Washington"
